sku,meta:_sku,post_title,post_status,post_type,Type: product_type,tax:product_type,tax:product_cat,tax:product_tag,regular_price,sale_price,meta:_price,manage_stock,stock_status,images,attribute:pa_style,attribute_default:pa_style,attribute_data:pa_style,attribute:pa_sex,attribute_default:pa_sex,attribute_data:pa_sex,attribute:pa_color,attribute_default:pa_color,attribute_data:pa_color,attribute:pa_size,attribute_default:pa_size,attribute_data:pa_size,attribute:pa_material,attribute_data:pa_material,attribute:pa_print,attribute_data:pa_print,attribute:pa_wash,attribute_data:pa_wash,attribute:pa_default_style,attribute_data:pa_default_style,meta:_wc_average_rating,meta:_wc_rating_count,meta:_wc_review_count,meta:_stock_status,post_content,post_excerpt
ART-0001-TS,ART-0001-TS,سگ گرم جذاب,publish,product,product,variable,حیوانات جذاب>سگ,#سگ|#عینک,120000,,120000,no,instock,ART-0001-TS-color1.jpg|ART-0001-TS-color1-men.jpg|ART-0001-TS-color1-women.jpg|ART-0001-TS-color2.jpg|ART-0001-TS-color2-men.jpg|ART-0001-TS-color2-women.jpg|ART-0001-TS-color4.jpg|ART-0001-TS-color4-men.jpg|ART-0001-TS-color4-women.jpg|ART-0001-TS-color5.jpg|ART-0001-TS-color5-men.jpg|ART-0001-TS-color5-women.jpg|ART-0001-TS-color7.jpg|ART-0001-TS-color7-men.jpg|ART-0001-TS-color7-women.jpg|ART-0001-HD-color8.jpg|ART-0001-HD-color8-men.jpg|ART-0001-HD-color8-women.jpg|ART-0001-HD-color2.jpg|ART-0001-HD-color2-men.jpg|ART-0001-HD-color2-women.jpg|ART-0001-HD-color5.jpg|ART-0001-HD-color5-men.jpg|ART-0001-HD-color5-women.jpg|ART-0001-HD-color9.jpg|ART-0001-HD-color9-men.jpg|ART-0001-HD-color9-women.jpg|ART-0001-HD-color10.jpg|ART-0001-HD-color10-men.jpg|ART-0001-HD-color10-women.jpg,تیشرت|هودی,تیشرت,1|1|1,خانم‌ها|آقایان,آقایان,2|1|1,سفید|مشکی|آبی|زرشکی|سبز خاکی|ملانژ|نارنجی|سرمه‌ای,سفید,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,تیشرت,8|1|0,4.5,2,2,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس  ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0111-TS,ART-0111-TS,پرسه در فضای بی کران,publish,product,product,variable,کار و تحصیل>ستاره شناس و فضانورد,#فضا|#فضانورد,120000,,120000,no,instock,ART-0111-TS-color1.jpg|ART-0111-TS-color1-men.jpg|ART-0111-TS-color1-women.jpg|ART-0111-TS-color2.jpg|ART-0111-TS-color2-men.jpg|ART-0111-TS-color2-women.jpg|ART-0111-TS-color3.jpg|ART-0111-TS-color3-men.jpg|ART-0111-TS-color3-women.jpg|ART-0111-TS-color4.jpg|ART-0111-TS-color4-men.jpg|ART-0111-TS-color4-women.jpg|ART-0111-TS-color5.jpg|ART-0111-TS-color5-men.jpg|ART-0111-TS-color5-women.jpg|ART-0111-TS-color6.jpg|ART-0111-TS-color6-men.jpg|ART-0111-TS-color6-women.jpg|ART-0111-TS-color7.jpg|ART-0111-TS-color7-men.jpg|ART-0111-TS-color7-women.jpg|ART-0111-HD-color8.jpg|ART-0111-HD-color8-men.jpg|ART-0111-HD-color8-women.jpg|ART-0111-HD-color2.jpg|ART-0111-HD-color2-men.jpg|ART-0111-HD-color2-women.jpg|ART-0111-HD-color5.jpg|ART-0111-HD-color5-men.jpg|ART-0111-HD-color5-women.jpg|ART-0111-HD-color9.jpg|ART-0111-HD-color9-men.jpg|ART-0111-HD-color9-women.jpg|ART-0111-HD-color10.jpg|ART-0111-HD-color10-men.jpg|ART-0111-HD-color10-women.jpg,تیشرت|هودی,تیشرت,1|1|1,خانم‌ها|آقایان,آقایان,2|1|1,سفید|مشکی|خاکستری|آبی|زرشکی|زرد|سبز خاکی|ملانژ|نارنجی|سرمه‌ای,زرشکی,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,تیشرت,8|1|0,4.1,9,9,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس  ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0112-TS,ART-0112-TS,خشم هندسی ببر,publish,product,product,variable,حیوانات جذاب>غیره,#ببر,120000,,120000,no,instock,ART-0112-TS-color1.jpg|ART-0112-TS-color1-men.jpg|ART-0112-TS-color1-women.jpg|ART-0112-TS-color2.jpg|ART-0112-TS-color2-men.jpg|ART-0112-TS-color2-women.jpg|ART-0112-TS-color3.jpg|ART-0112-TS-color3-men.jpg|ART-0112-TS-color3-women.jpg|ART-0112-TS-color4.jpg|ART-0112-TS-color4-men.jpg|ART-0112-TS-color4-women.jpg|ART-0112-TS-color5.jpg|ART-0112-TS-color5-men.jpg|ART-0112-TS-color5-women.jpg|ART-0112-TS-color6.jpg|ART-0112-TS-color6-men.jpg|ART-0112-TS-color6-women.jpg|ART-0112-TS-color7.jpg|ART-0112-TS-color7-men.jpg|ART-0112-TS-color7-women.jpg|ART-0112-HD-color8.jpg|ART-0112-HD-color8-men.jpg|ART-0112-HD-color8-women.jpg|ART-0112-HD-color2.jpg|ART-0112-HD-color2-men.jpg|ART-0112-HD-color2-women.jpg|ART-0112-HD-color5.jpg|ART-0112-HD-color5-men.jpg|ART-0112-HD-color5-women.jpg|ART-0112-HD-color9.jpg|ART-0112-HD-color9-men.jpg|ART-0112-HD-color9-women.jpg|ART-0112-HD-color10.jpg|ART-0112-HD-color10-men.jpg|ART-0112-HD-color10-women.jpg,تیشرت|هودی,تیشرت,1|1|1,خانم‌ها|آقایان,آقایان,2|1|1,سفید|مشکی|خاکستری|آبی|زرشکی|زرد|سبز خاکی|ملانژ|نارنجی|سرمه‌ای,سبز خاکی,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,تیشرت,8|1|0,4.4,2,2,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس  ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0113-TS,ART-0113-TS,هندسی گوزن شاخ طلایی,publish,product,product,variable,حیوانات جذاب>غیره,#گوزن,120000,,120000,no,instock,ART-0113-TS-color1.jpg|ART-0113-TS-color1-men.jpg|ART-0113-TS-color1-women.jpg|ART-0113-TS-color2.jpg|ART-0113-TS-color2-men.jpg|ART-0113-TS-color2-women.jpg|ART-0113-TS-color3.jpg|ART-0113-TS-color3-men.jpg|ART-0113-TS-color3-women.jpg|ART-0113-TS-color4.jpg|ART-0113-TS-color4-men.jpg|ART-0113-TS-color4-women.jpg|ART-0113-TS-color5.jpg|ART-0113-TS-color5-men.jpg|ART-0113-TS-color5-women.jpg|ART-0113-TS-color6.jpg|ART-0113-TS-color6-men.jpg|ART-0113-TS-color6-women.jpg|ART-0113-TS-color7.jpg|ART-0113-TS-color7-men.jpg|ART-0113-TS-color7-women.jpg|ART-0113-HD-color8.jpg|ART-0113-HD-color8-men.jpg|ART-0113-HD-color8-women.jpg|ART-0113-HD-color2.jpg|ART-0113-HD-color2-men.jpg|ART-0113-HD-color2-women.jpg|ART-0113-HD-color5.jpg|ART-0113-HD-color5-men.jpg|ART-0113-HD-color5-women.jpg|ART-0113-HD-color9.jpg|ART-0113-HD-color9-men.jpg|ART-0113-HD-color9-women.jpg|ART-0113-HD-color10.jpg|ART-0113-HD-color10-men.jpg|ART-0113-HD-color10-women.jpg,تیشرت|هودی,تیشرت,1|1|1,خانم‌ها|آقایان,خانم‌ها,2|1|1,سفید|مشکی|خاکستری|آبی|زرشکی|زرد|سبز خاکی|ملانژ|نارنجی|سرمه‌ای,مشکی,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,تیشرت,8|1|0,4.2,5,5,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس  ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0114-TS,ART-0114-TS,تنبل تیرانداز,publish,product,product,variable,حیوانات جذاب>غیره,#تنبل|#تیرانداز,120000,,120000,no,instock,ART-0114-TS-color1.jpg|ART-0114-TS-color1-men.jpg|ART-0114-TS-color1-women.jpg|ART-0114-TS-color2.jpg|ART-0114-TS-color2-men.jpg|ART-0114-TS-color2-women.jpg|ART-0114-TS-color3.jpg|ART-0114-TS-color3-men.jpg|ART-0114-TS-color3-women.jpg|ART-0114-TS-color4.jpg|ART-0114-TS-color4-men.jpg|ART-0114-TS-color4-women.jpg|ART-0114-TS-color5.jpg|ART-0114-TS-color5-men.jpg|ART-0114-TS-color5-women.jpg|ART-0114-TS-color6.jpg|ART-0114-TS-color6-men.jpg|ART-0114-TS-color6-women.jpg|ART-0114-TS-color7.jpg|ART-0114-TS-color7-men.jpg|ART-0114-TS-color7-women.jpg|ART-0114-HD-color8.jpg|ART-0114-HD-color8-men.jpg|ART-0114-HD-color8-women.jpg|ART-0114-HD-color2.jpg|ART-0114-HD-color2-men.jpg|ART-0114-HD-color2-women.jpg|ART-0114-HD-color5.jpg|ART-0114-HD-color5-men.jpg|ART-0114-HD-color5-women.jpg|ART-0114-HD-color9.jpg|ART-0114-HD-color9-men.jpg|ART-0114-HD-color9-women.jpg|ART-0114-HD-color10.jpg|ART-0114-HD-color10-men.jpg|ART-0114-HD-color10-women.jpg,تیشرت|هودی,تیشرت,1|1|1,خانم‌ها|آقایان,آقایان,2|1|1,سفید|مشکی|خاکستری|آبی|زرشکی|زرد|سبز خاکی|ملانژ|نارنجی|سرمه‌ای,خاکستری,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,تیشرت,8|1|0,4.6,5,5,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس  ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0115-TS,ART-0115-TS,تنبل عاشق ماه,publish,product,product,variable,حیوانات جذاب>غیره,#تنبل|#ماه,120000,,120000,no,instock,ART-0115-TS-color1.jpg|ART-0115-TS-color1-men.jpg|ART-0115-TS-color1-women.jpg|ART-0115-TS-color2.jpg|ART-0115-TS-color2-men.jpg|ART-0115-TS-color2-women.jpg|ART-0115-TS-color3.jpg|ART-0115-TS-color3-men.jpg|ART-0115-TS-color3-women.jpg|ART-0115-TS-color4.jpg|ART-0115-TS-color4-men.jpg|ART-0115-TS-color4-women.jpg|ART-0115-TS-color5.jpg|ART-0115-TS-color5-men.jpg|ART-0115-TS-color5-women.jpg|ART-0115-TS-color6.jpg|ART-0115-TS-color6-men.jpg|ART-0115-TS-color6-women.jpg|ART-0115-TS-color7.jpg|ART-0115-TS-color7-men.jpg|ART-0115-TS-color7-women.jpg|ART-0115-HD-color8.jpg|ART-0115-HD-color8-men.jpg|ART-0115-HD-color8-women.jpg|ART-0115-HD-color2.jpg|ART-0115-HD-color2-men.jpg|ART-0115-HD-color2-women.jpg|ART-0115-HD-color5.jpg|ART-0115-HD-color5-men.jpg|ART-0115-HD-color5-women.jpg|ART-0115-HD-color9.jpg|ART-0115-HD-color9-men.jpg|ART-0115-HD-color9-women.jpg|ART-0115-HD-color10.jpg|ART-0115-HD-color10-men.jpg|ART-0115-HD-color10-women.jpg,تیشرت|هودی,تیشرت,1|1|1,خانم‌ها|آقایان,خانم‌ها,2|1|1,سفید|مشکی|خاکستری|آبی|زرشکی|زرد|سبز خاکی|ملانژ|نارنجی|سرمه‌ای,آبی,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,تیشرت,8|1|0,4.6,6,6,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس  ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0116-TS,ART-0116-TS,سگ بارون زده,publish,product,product,variable,حیوانات جذاب>سگ,#سگ,120000,,120000,no,instock,ART-0116-TS-color1.jpg|ART-0116-TS-color1-men.jpg|ART-0116-TS-color1-women.jpg|ART-0116-TS-color2.jpg|ART-0116-TS-color2-men.jpg|ART-0116-TS-color2-women.jpg|ART-0116-TS-color3.jpg|ART-0116-TS-color3-men.jpg|ART-0116-TS-color3-women.jpg|ART-0116-TS-color4.jpg|ART-0116-TS-color4-men.jpg|ART-0116-TS-color4-women.jpg|ART-0116-TS-color5.jpg|ART-0116-TS-color5-men.jpg|ART-0116-TS-color5-women.jpg|ART-0116-TS-color6.jpg|ART-0116-TS-color6-men.jpg|ART-0116-TS-color6-women.jpg|ART-0116-TS-color7.jpg|ART-0116-TS-color7-men.jpg|ART-0116-TS-color7-women.jpg|ART-0116-HD-color8.jpg|ART-0116-HD-color8-men.jpg|ART-0116-HD-color8-women.jpg|ART-0116-HD-color2.jpg|ART-0116-HD-color2-men.jpg|ART-0116-HD-color2-women.jpg|ART-0116-HD-color5.jpg|ART-0116-HD-color5-men.jpg|ART-0116-HD-color5-women.jpg|ART-0116-HD-color9.jpg|ART-0116-HD-color9-men.jpg|ART-0116-HD-color9-women.jpg|ART-0116-HD-color10.jpg|ART-0116-HD-color10-men.jpg|ART-0116-HD-color10-women.jpg,تیشرت|هودی,تیشرت,1|1|1,خانم‌ها|آقایان,خانم‌ها,2|1|1,سفید|مشکی|خاکستری|آبی|زرشکی|زرد|سبز خاکی|ملانژ|نارنجی|سرمه‌ای,سبز خاکی,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,تیشرت,8|1|0,4.7,9,9,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس  ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0117-TS,ART-0117-TS,خرگوش آبادانی,publish,product,product,variable,حیوانات جذاب>خرگوش,#خرگوش|#غروب|#نخل|#ساحل,120000,,120000,no,instock,ART-0117-TS-color1.jpg|ART-0117-TS-color1-men.jpg|ART-0117-TS-color1-women.jpg|ART-0117-TS-color2.jpg|ART-0117-TS-color2-men.jpg|ART-0117-TS-color2-women.jpg|ART-0117-TS-color3.jpg|ART-0117-TS-color3-men.jpg|ART-0117-TS-color3-women.jpg|ART-0117-TS-color4.jpg|ART-0117-TS-color4-men.jpg|ART-0117-TS-color4-women.jpg|ART-0117-TS-color5.jpg|ART-0117-TS-color5-men.jpg|ART-0117-TS-color5-women.jpg|ART-0117-TS-color6.jpg|ART-0117-TS-color6-men.jpg|ART-0117-TS-color6-women.jpg|ART-0117-TS-color7.jpg|ART-0117-TS-color7-men.jpg|ART-0117-TS-color7-women.jpg|ART-0117-HD-color8.jpg|ART-0117-HD-color8-men.jpg|ART-0117-HD-color8-women.jpg|ART-0117-HD-color2.jpg|ART-0117-HD-color2-men.jpg|ART-0117-HD-color2-women.jpg|ART-0117-HD-color5.jpg|ART-0117-HD-color5-men.jpg|ART-0117-HD-color5-women.jpg|ART-0117-HD-color9.jpg|ART-0117-HD-color9-men.jpg|ART-0117-HD-color9-women.jpg|ART-0117-HD-color10.jpg|ART-0117-HD-color10-men.jpg|ART-0117-HD-color10-women.jpg,تیشرت|هودی,تیشرت,1|1|1,خانم‌ها|آقایان,آقایان,2|1|1,سفید|مشکی|خاکستری|آبی|زرشکی|زرد|سبز خاکی|ملانژ|نارنجی|سرمه‌ای,سبز خاکی,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,تیشرت,8|1|0,4.6,10,10,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس  ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0118-TS,ART-0118-TS,دوستی خرگوش وفیل,publish,product,product,variable,حیوانات جذاب>خرگوش,#خرگوش|#فیل|#بادکنک,120000,,120000,no,instock,ART-0118-TS-color1.jpg|ART-0118-TS-color1-men.jpg|ART-0118-TS-color1-women.jpg|ART-0118-TS-color2.jpg|ART-0118-TS-color2-men.jpg|ART-0118-TS-color2-women.jpg|ART-0118-TS-color3.jpg|ART-0118-TS-color3-men.jpg|ART-0118-TS-color3-women.jpg|ART-0118-TS-color4.jpg|ART-0118-TS-color4-men.jpg|ART-0118-TS-color4-women.jpg|ART-0118-TS-color5.jpg|ART-0118-TS-color5-men.jpg|ART-0118-TS-color5-women.jpg|ART-0118-TS-color6.jpg|ART-0118-TS-color6-men.jpg|ART-0118-TS-color6-women.jpg|ART-0118-TS-color7.jpg|ART-0118-TS-color7-men.jpg|ART-0118-TS-color7-women.jpg|ART-0118-HD-color8.jpg|ART-0118-HD-color8-men.jpg|ART-0118-HD-color8-women.jpg|ART-0118-HD-color2.jpg|ART-0118-HD-color2-men.jpg|ART-0118-HD-color2-women.jpg|ART-0118-HD-color5.jpg|ART-0118-HD-color5-men.jpg|ART-0118-HD-color5-women.jpg|ART-0118-HD-color9.jpg|ART-0118-HD-color9-men.jpg|ART-0118-HD-color9-women.jpg|ART-0118-HD-color10.jpg|ART-0118-HD-color10-men.jpg|ART-0118-HD-color10-women.jpg,تیشرت|هودی,تیشرت,1|1|1,خانم‌ها|آقایان,خانم‌ها,2|1|1,سفید|مشکی|خاکستری|آبی|زرشکی|زرد|سبز خاکی|ملانژ|نارنجی|سرمه‌ای,سبز خاکی,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,تیشرت,8|1|0,4.0,4,4,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس  ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0120-TS,ART-0120-TS,خرگوش راک استار,publish,product,product,variable,حیوانات جذاب>خرگوش,#خرگوش|#راک,120000,,120000,no,instock,ART-0120-TS-color1.jpg|ART-0120-TS-color1-men.jpg|ART-0120-TS-color1-women.jpg|ART-0120-TS-color2.jpg|ART-0120-TS-color2-men.jpg|ART-0120-TS-color2-women.jpg|ART-0120-TS-color3.jpg|ART-0120-TS-color3-men.jpg|ART-0120-TS-color3-women.jpg|ART-0120-TS-color4.jpg|ART-0120-TS-color4-men.jpg|ART-0120-TS-color4-women.jpg|ART-0120-TS-color5.jpg|ART-0120-TS-color5-men.jpg|ART-0120-TS-color5-women.jpg|ART-0120-TS-color6.jpg|ART-0120-TS-color6-men.jpg|ART-0120-TS-color6-women.jpg|ART-0120-TS-color7.jpg|ART-0120-TS-color7-men.jpg|ART-0120-TS-color7-women.jpg|ART-0120-HD-color8.jpg|ART-0120-HD-color8-men.jpg|ART-0120-HD-color8-women.jpg|ART-0120-HD-color2.jpg|ART-0120-HD-color2-men.jpg|ART-0120-HD-color2-women.jpg|ART-0120-HD-color5.jpg|ART-0120-HD-color5-men.jpg|ART-0120-HD-color5-women.jpg|ART-0120-HD-color9.jpg|ART-0120-HD-color9-men.jpg|ART-0120-HD-color9-women.jpg|ART-0120-HD-color10.jpg|ART-0120-HD-color10-men.jpg|ART-0120-HD-color10-women.jpg,تیشرت|هودی,تیشرت,1|1|1,خانم‌ها|آقایان,خانم‌ها,2|1|1,سفید|مشکی|خاکستری|آبی|زرشکی|زرد|سبز خاکی|ملانژ|نارنجی|سرمه‌ای,سفید,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,تیشرت,8|1|0,4.0,10,10,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس  ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0126-TS,ART-0126-TS,جغد خنگ تپل,publish,product,product,variable,حیوانات جذاب>پرنده,#پرنده|#خنگ,120000,,120000,no,instock,ART-0126-TS-color1.jpg|ART-0126-TS-color1-men.jpg|ART-0126-TS-color1-women.jpg|ART-0126-TS-color2.jpg|ART-0126-TS-color2-men.jpg|ART-0126-TS-color2-women.jpg|ART-0126-TS-color3.jpg|ART-0126-TS-color3-men.jpg|ART-0126-TS-color3-women.jpg|ART-0126-TS-color4.jpg|ART-0126-TS-color4-men.jpg|ART-0126-TS-color4-women.jpg|ART-0126-TS-color5.jpg|ART-0126-TS-color5-men.jpg|ART-0126-TS-color5-women.jpg|ART-0126-TS-color6.jpg|ART-0126-TS-color6-men.jpg|ART-0126-TS-color6-women.jpg|ART-0126-TS-color7.jpg|ART-0126-TS-color7-men.jpg|ART-0126-TS-color7-women.jpg|ART-0126-HD-color8.jpg|ART-0126-HD-color8-men.jpg|ART-0126-HD-color8-women.jpg|ART-0126-HD-color2.jpg|ART-0126-HD-color2-men.jpg|ART-0126-HD-color2-women.jpg|ART-0126-HD-color5.jpg|ART-0126-HD-color5-men.jpg|ART-0126-HD-color5-women.jpg|ART-0126-HD-color9.jpg|ART-0126-HD-color9-men.jpg|ART-0126-HD-color9-women.jpg|ART-0126-HD-color10.jpg|ART-0126-HD-color10-men.jpg|ART-0126-HD-color10-women.jpg,تیشرت|هودی,تیشرت,1|1|1,خانم‌ها|آقایان,خانم‌ها,2|1|1,سفید|مشکی|خاکستری|آبی|زرشکی|زرد|سبز خاکی|ملانژ|نارنجی|سرمه‌ای,مشکی,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,تیشرت,8|1|0,4.0,4,4,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس  ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
