sku,meta:_sku,post_title,post_status,post_type,Type: product_type,tax:product_type,tax:product_cat,tax:product_tag,regular_price,sale_price,meta:_price,manage_stock,stock_status,images,attribute:pa_style,attribute_default:pa_style,attribute_data:pa_style,attribute:pa_sex,attribute_default:pa_sex,attribute_data:pa_sex,attribute:pa_color,attribute_default:pa_color,attribute_data:pa_color,attribute:pa_size,attribute_default:pa_size,attribute_data:pa_size,attribute:pa_material,attribute_data:pa_material,attribute:pa_print,attribute_data:pa_print,attribute:pa_wash,attribute_data:pa_wash,attribute:pa_default_style,attribute_data:pa_default_style,meta:_wc_average_rating,meta:_wc_rating_count,meta:_wc_review_count,meta:_stock_status,post_content,post_excerpt
ART-0380-HD,ART-0380-HD,این زندگی توست,publish,product,product,variable,سریال و فیلم باز>فیلم,#David_Fincher|#Fight_club,120000,,120000,no,instock,ART-0380-TS-color1.jpg|ART-0380-TS-color1-men.jpg|ART-0380-TS-color1-women.jpg|ART-0380-TS-color2.jpg|ART-0380-TS-color2-men.jpg|ART-0380-TS-color2-women.jpg|ART-0380-TS-color3.jpg|ART-0380-TS-color3-men.jpg|ART-0380-TS-color3-women.jpg|ART-0380-TS-color4.jpg|ART-0380-TS-color4-men.jpg|ART-0380-TS-color4-women.jpg|ART-0380-TS-color5.jpg|ART-0380-TS-color5-men.jpg|ART-0380-TS-color5-women.jpg|ART-0380-TS-color6.jpg|ART-0380-TS-color6-men.jpg|ART-0380-TS-color6-women.jpg|ART-0380-TS-color7.jpg|ART-0380-TS-color7-men.jpg|ART-0380-TS-color7-women.jpg|ART-0380-HD-color8.jpg|ART-0380-HD-color8-men.jpg|ART-0380-HD-color8-women.jpg|ART-0380-HD-color2.jpg|ART-0380-HD-color2-men.jpg|ART-0380-HD-color2-women.jpg|ART-0380-HD-color5.jpg|ART-0380-HD-color5-men.jpg|ART-0380-HD-color5-women.jpg|ART-0380-HD-color9.jpg|ART-0380-HD-color9-men.jpg|ART-0380-HD-color9-women.jpg|ART-0380-HD-color10.jpg|ART-0380-HD-color10-men.jpg|ART-0380-HD-color10-women.jpg,تیشرت|هودی,هودی,1|1|1,خانم‌ها|آقایان,آقایان,2|1|1,|ملانژ|مشکی|زرشکی|نارنجی|سرمه‌ایسفید|خاکستری|آبی|زرد|سبز خاکی,ملانژ,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,هودی,8|1|0,5.0,2,2,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0391-HD,ART-0391-HD,دوستای صمیمی و همیشگی,publish,product,product,variable,شکم باز>غذا و تنقلات,#پیتزا|#فان,120000,,120000,no,instock,ART-0391-TS-color1.jpg|ART-0391-TS-color1-men.jpg|ART-0391-TS-color1-women.jpg|ART-0391-TS-color2.jpg|ART-0391-TS-color2-men.jpg|ART-0391-TS-color2-women.jpg|ART-0391-TS-color3.jpg|ART-0391-TS-color3-men.jpg|ART-0391-TS-color3-women.jpg|ART-0391-TS-color4.jpg|ART-0391-TS-color4-men.jpg|ART-0391-TS-color4-women.jpg|ART-0391-TS-color5.jpg|ART-0391-TS-color5-men.jpg|ART-0391-TS-color5-women.jpg|ART-0391-TS-color6.jpg|ART-0391-TS-color6-men.jpg|ART-0391-TS-color6-women.jpg|ART-0391-TS-color7.jpg|ART-0391-TS-color7-men.jpg|ART-0391-TS-color7-women.jpg|ART-0391-HD-color8.jpg|ART-0391-HD-color8-men.jpg|ART-0391-HD-color8-women.jpg|ART-0391-HD-color2.jpg|ART-0391-HD-color2-men.jpg|ART-0391-HD-color2-women.jpg|ART-0391-HD-color5.jpg|ART-0391-HD-color5-men.jpg|ART-0391-HD-color5-women.jpg|ART-0391-HD-color9.jpg|ART-0391-HD-color9-men.jpg|ART-0391-HD-color9-women.jpg|ART-0391-HD-color10.jpg|ART-0391-HD-color10-men.jpg|ART-0391-HD-color10-women.jpg,تیشرت|هودی,هودی,1|1|1,خانم‌ها|آقایان,خانم‌ها,2|1|1,|ملانژ|مشکی|زرشکی|نارنجی|سرمه‌ایسفید|خاکستری|آبی|زرد|سبز خاکی,زرشکی,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,هودی,8|1|0,4.7,2,2,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0392-HD,ART-0392-HD,DOGTOR,publish,product,product,variable,کار و تحصیل>پزشک,#سگ,120000,,120000,no,instock,ART-0392-TS-color1.jpg|ART-0392-TS-color1-men.jpg|ART-0392-TS-color1-women.jpg|ART-0392-TS-color2.jpg|ART-0392-TS-color2-men.jpg|ART-0392-TS-color2-women.jpg|ART-0392-TS-color3.jpg|ART-0392-TS-color3-men.jpg|ART-0392-TS-color3-women.jpg|ART-0392-TS-color4.jpg|ART-0392-TS-color4-men.jpg|ART-0392-TS-color4-women.jpg|ART-0392-TS-color5.jpg|ART-0392-TS-color5-men.jpg|ART-0392-TS-color5-women.jpg|ART-0392-TS-color6.jpg|ART-0392-TS-color6-men.jpg|ART-0392-TS-color6-women.jpg|ART-0392-TS-color7.jpg|ART-0392-TS-color7-men.jpg|ART-0392-TS-color7-women.jpg|ART-0392-HD-color8.jpg|ART-0392-HD-color8-men.jpg|ART-0392-HD-color8-women.jpg|ART-0392-HD-color2.jpg|ART-0392-HD-color2-men.jpg|ART-0392-HD-color2-women.jpg|ART-0392-HD-color5.jpg|ART-0392-HD-color5-men.jpg|ART-0392-HD-color5-women.jpg|ART-0392-HD-color9.jpg|ART-0392-HD-color9-men.jpg|ART-0392-HD-color9-women.jpg|ART-0392-HD-color10.jpg|ART-0392-HD-color10-men.jpg|ART-0392-HD-color10-women.jpg,تیشرت|هودی,هودی,1|1|1,خانم‌ها|آقایان,آقایان,2|1|1,|ملانژ|مشکی|زرشکی|نارنجی|سرمه‌ایسفید|خاکستری|آبی|زرد|سبز خاکی,نارنجی,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,هودی,8|1|0,4.5,6,6,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0393-HD,ART-0393-HD,خشم در عمق دریا,publish,product,product,variable,حیوانات جذاب>غیره,#کوسه|#خشم,120000,,120000,no,instock,ART-0393-TS-color1.jpg|ART-0393-TS-color1-men.jpg|ART-0393-TS-color1-women.jpg|ART-0393-TS-color2.jpg|ART-0393-TS-color2-men.jpg|ART-0393-TS-color2-women.jpg|ART-0393-TS-color3.jpg|ART-0393-TS-color3-men.jpg|ART-0393-TS-color3-women.jpg|ART-0393-TS-color4.jpg|ART-0393-TS-color4-men.jpg|ART-0393-TS-color4-women.jpg|ART-0393-TS-color5.jpg|ART-0393-TS-color5-men.jpg|ART-0393-TS-color5-women.jpg|ART-0393-TS-color6.jpg|ART-0393-TS-color6-men.jpg|ART-0393-TS-color6-women.jpg|ART-0393-TS-color7.jpg|ART-0393-TS-color7-men.jpg|ART-0393-TS-color7-women.jpg|ART-0393-HD-color8.jpg|ART-0393-HD-color8-men.jpg|ART-0393-HD-color8-women.jpg|ART-0393-HD-color2.jpg|ART-0393-HD-color2-men.jpg|ART-0393-HD-color2-women.jpg|ART-0393-HD-color5.jpg|ART-0393-HD-color5-men.jpg|ART-0393-HD-color5-women.jpg|ART-0393-HD-color9.jpg|ART-0393-HD-color9-men.jpg|ART-0393-HD-color9-women.jpg|ART-0393-HD-color10.jpg|ART-0393-HD-color10-men.jpg|ART-0393-HD-color10-women.jpg,تیشرت|هودی,هودی,1|1|1,خانم‌ها|آقایان,آقایان,2|1|1,|ملانژ|مشکی|زرشکی|نارنجی|سرمه‌ایسفید|خاکستری|آبی|زرد|سبز خاکی,ملانژ,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,هودی,8|1|0,4.6,10,10,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0394-HD,ART-0394-HD,وقتی اردک عصبانی می‌شود,publish,product,product,variable,حیوانات جذاب>پرنده,#اردک|#فان,120000,,120000,no,instock,ART-0394-TS-color1.jpg|ART-0394-TS-color1-men.jpg|ART-0394-TS-color1-women.jpg|ART-0394-TS-color2.jpg|ART-0394-TS-color2-men.jpg|ART-0394-TS-color2-women.jpg|ART-0394-TS-color3.jpg|ART-0394-TS-color3-men.jpg|ART-0394-TS-color3-women.jpg|ART-0394-TS-color4.jpg|ART-0394-TS-color4-men.jpg|ART-0394-TS-color4-women.jpg|ART-0394-TS-color5.jpg|ART-0394-TS-color5-men.jpg|ART-0394-TS-color5-women.jpg|ART-0394-TS-color6.jpg|ART-0394-TS-color6-men.jpg|ART-0394-TS-color6-women.jpg|ART-0394-TS-color7.jpg|ART-0394-TS-color7-men.jpg|ART-0394-TS-color7-women.jpg|ART-0394-HD-color8.jpg|ART-0394-HD-color8-men.jpg|ART-0394-HD-color8-women.jpg|ART-0394-HD-color2.jpg|ART-0394-HD-color2-men.jpg|ART-0394-HD-color2-women.jpg|ART-0394-HD-color5.jpg|ART-0394-HD-color5-men.jpg|ART-0394-HD-color5-women.jpg|ART-0394-HD-color9.jpg|ART-0394-HD-color9-men.jpg|ART-0394-HD-color9-women.jpg|ART-0394-HD-color10.jpg|ART-0394-HD-color10-men.jpg|ART-0394-HD-color10-women.jpg,تیشرت|هودی,هودی,1|1|1,خانم‌ها|آقایان,خانم‌ها,2|1|1,|ملانژ|مشکی|زرشکی|نارنجی|سرمه‌ایسفید|خاکستری|آبی|زرد|سبز خاکی,سرمه‌ای,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,هودی,8|1|0,5.0,6,6,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0395-HD,ART-0395-HD,FREDDIE MERCURY,publish,product,product,variable,کار و تحصیل>شیمی دان,#مندلیف|#کویین|#Queen,120000,,120000,no,instock,ART-0395-TS-color1.jpg|ART-0395-TS-color1-men.jpg|ART-0395-TS-color1-women.jpg|ART-0395-TS-color2.jpg|ART-0395-TS-color2-men.jpg|ART-0395-TS-color2-women.jpg|ART-0395-TS-color3.jpg|ART-0395-TS-color3-men.jpg|ART-0395-TS-color3-women.jpg|ART-0395-TS-color4.jpg|ART-0395-TS-color4-men.jpg|ART-0395-TS-color4-women.jpg|ART-0395-TS-color5.jpg|ART-0395-TS-color5-men.jpg|ART-0395-TS-color5-women.jpg|ART-0395-TS-color6.jpg|ART-0395-TS-color6-men.jpg|ART-0395-TS-color6-women.jpg|ART-0395-TS-color7.jpg|ART-0395-TS-color7-men.jpg|ART-0395-TS-color7-women.jpg|ART-0395-HD-color8.jpg|ART-0395-HD-color8-men.jpg|ART-0395-HD-color8-women.jpg|ART-0395-HD-color2.jpg|ART-0395-HD-color2-men.jpg|ART-0395-HD-color2-women.jpg|ART-0395-HD-color5.jpg|ART-0395-HD-color5-men.jpg|ART-0395-HD-color5-women.jpg|ART-0395-HD-color9.jpg|ART-0395-HD-color9-men.jpg|ART-0395-HD-color9-women.jpg|ART-0395-HD-color10.jpg|ART-0395-HD-color10-men.jpg|ART-0395-HD-color10-women.jpg,تیشرت|هودی,هودی,1|1|1,خانم‌ها|آقایان,آقایان,2|1|1,|ملانژ|مشکی|زرشکی|نارنجی|سرمه‌ایسفید|خاکستری|آبی|زرد|سبز خاکی,نارنجی,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,هودی,8|1|0,4.6,4,4,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0396-HD,ART-0396-HD,بریم فضا,publish,product,product,variable,کار و تحصیل>ستاره شناس و فضانورد,#فضانورد,120000,,120000,no,instock,ART-0396-TS-color1.jpg|ART-0396-TS-color1-men.jpg|ART-0396-TS-color1-women.jpg|ART-0396-TS-color2.jpg|ART-0396-TS-color2-men.jpg|ART-0396-TS-color2-women.jpg|ART-0396-TS-color3.jpg|ART-0396-TS-color3-men.jpg|ART-0396-TS-color3-women.jpg|ART-0396-TS-color4.jpg|ART-0396-TS-color4-men.jpg|ART-0396-TS-color4-women.jpg|ART-0396-TS-color5.jpg|ART-0396-TS-color5-men.jpg|ART-0396-TS-color5-women.jpg|ART-0396-TS-color6.jpg|ART-0396-TS-color6-men.jpg|ART-0396-TS-color6-women.jpg|ART-0396-TS-color7.jpg|ART-0396-TS-color7-men.jpg|ART-0396-TS-color7-women.jpg|ART-0396-HD-color8.jpg|ART-0396-HD-color8-men.jpg|ART-0396-HD-color8-women.jpg|ART-0396-HD-color2.jpg|ART-0396-HD-color2-men.jpg|ART-0396-HD-color2-women.jpg|ART-0396-HD-color5.jpg|ART-0396-HD-color5-men.jpg|ART-0396-HD-color5-women.jpg|ART-0396-HD-color9.jpg|ART-0396-HD-color9-men.jpg|ART-0396-HD-color9-women.jpg|ART-0396-HD-color10.jpg|ART-0396-HD-color10-men.jpg|ART-0396-HD-color10-women.jpg,تیشرت|هودی,هودی,1|1|1,خانم‌ها|آقایان,خانم‌ها,2|1|1,|ملانژ|مشکی|زرشکی|نارنجی|سرمه‌ایسفید|خاکستری|آبی|زرد|سبز خاکی,سرمه‌ای,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,هودی,8|1|0,4.4,8,8,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0397-HD,ART-0397-HD,شادی پرواز می‌کند,publish,product,product,variable,انتزاعی و سورئال>غیره,#زامبی|#وحشت,120000,,120000,no,instock,ART-0397-TS-color1.jpg|ART-0397-TS-color1-men.jpg|ART-0397-TS-color1-women.jpg|ART-0397-TS-color2.jpg|ART-0397-TS-color2-men.jpg|ART-0397-TS-color2-women.jpg|ART-0397-TS-color3.jpg|ART-0397-TS-color3-men.jpg|ART-0397-TS-color3-women.jpg|ART-0397-TS-color4.jpg|ART-0397-TS-color4-men.jpg|ART-0397-TS-color4-women.jpg|ART-0397-TS-color5.jpg|ART-0397-TS-color5-men.jpg|ART-0397-TS-color5-women.jpg|ART-0397-TS-color6.jpg|ART-0397-TS-color6-men.jpg|ART-0397-TS-color6-women.jpg|ART-0397-TS-color7.jpg|ART-0397-TS-color7-men.jpg|ART-0397-TS-color7-women.jpg|ART-0397-HD-color8.jpg|ART-0397-HD-color8-men.jpg|ART-0397-HD-color8-women.jpg|ART-0397-HD-color2.jpg|ART-0397-HD-color2-men.jpg|ART-0397-HD-color2-women.jpg|ART-0397-HD-color5.jpg|ART-0397-HD-color5-men.jpg|ART-0397-HD-color5-women.jpg|ART-0397-HD-color9.jpg|ART-0397-HD-color9-men.jpg|ART-0397-HD-color9-women.jpg|ART-0397-HD-color10.jpg|ART-0397-HD-color10-men.jpg|ART-0397-HD-color10-women.jpg,تیشرت|هودی,هودی,1|1|1,خانم‌ها|آقایان,آقایان,2|1|1,|ملانژ|مشکی|زرشکی|نارنجی|سرمه‌ایسفید|خاکستری|آبی|زرد|سبز خاکی,مشکی,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,هودی,8|1|0,4.0,10,10,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0398-HD,ART-0398-HD,در آغوش تاریکی,publish,product,product,variable,ایده و احساس>عشق,#آغوش,120000,,120000,no,instock,ART-0398-TS-color1.jpg|ART-0398-TS-color1-men.jpg|ART-0398-TS-color1-women.jpg|ART-0398-TS-color2.jpg|ART-0398-TS-color2-men.jpg|ART-0398-TS-color2-women.jpg|ART-0398-TS-color3.jpg|ART-0398-TS-color3-men.jpg|ART-0398-TS-color3-women.jpg|ART-0398-TS-color4.jpg|ART-0398-TS-color4-men.jpg|ART-0398-TS-color4-women.jpg|ART-0398-TS-color5.jpg|ART-0398-TS-color5-men.jpg|ART-0398-TS-color5-women.jpg|ART-0398-TS-color6.jpg|ART-0398-TS-color6-men.jpg|ART-0398-TS-color6-women.jpg|ART-0398-TS-color7.jpg|ART-0398-TS-color7-men.jpg|ART-0398-TS-color7-women.jpg|ART-0398-HD-color8.jpg|ART-0398-HD-color8-men.jpg|ART-0398-HD-color8-women.jpg|ART-0398-HD-color2.jpg|ART-0398-HD-color2-men.jpg|ART-0398-HD-color2-women.jpg|ART-0398-HD-color5.jpg|ART-0398-HD-color5-men.jpg|ART-0398-HD-color5-women.jpg|ART-0398-HD-color9.jpg|ART-0398-HD-color9-men.jpg|ART-0398-HD-color9-women.jpg|ART-0398-HD-color10.jpg|ART-0398-HD-color10-men.jpg|ART-0398-HD-color10-women.jpg,تیشرت|هودی,هودی,1|1|1,خانم‌ها|آقایان,خانم‌ها,2|1|1,|ملانژ|مشکی|زرشکی|نارنجی|سرمه‌ایسفید|خاکستری|آبی|زرد|سبز خاکی,ملانژ,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,هودی,8|1|0,4.5,10,10,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0399-HD,ART-0399-HD,دوست دارم دورت بگردم,publish,product,product,variable,ایده و احساس>عشق,#ماه,120000,,120000,no,instock,ART-0399-TS-color1.jpg|ART-0399-TS-color1-men.jpg|ART-0399-TS-color1-women.jpg|ART-0399-TS-color2.jpg|ART-0399-TS-color2-men.jpg|ART-0399-TS-color2-women.jpg|ART-0399-TS-color3.jpg|ART-0399-TS-color3-men.jpg|ART-0399-TS-color3-women.jpg|ART-0399-TS-color4.jpg|ART-0399-TS-color4-men.jpg|ART-0399-TS-color4-women.jpg|ART-0399-TS-color5.jpg|ART-0399-TS-color5-men.jpg|ART-0399-TS-color5-women.jpg|ART-0399-TS-color6.jpg|ART-0399-TS-color6-men.jpg|ART-0399-TS-color6-women.jpg|ART-0399-TS-color7.jpg|ART-0399-TS-color7-men.jpg|ART-0399-TS-color7-women.jpg|ART-0399-HD-color8.jpg|ART-0399-HD-color8-men.jpg|ART-0399-HD-color8-women.jpg|ART-0399-HD-color2.jpg|ART-0399-HD-color2-men.jpg|ART-0399-HD-color2-women.jpg|ART-0399-HD-color5.jpg|ART-0399-HD-color5-men.jpg|ART-0399-HD-color5-women.jpg|ART-0399-HD-color9.jpg|ART-0399-HD-color9-men.jpg|ART-0399-HD-color9-women.jpg|ART-0399-HD-color10.jpg|ART-0399-HD-color10-men.jpg|ART-0399-HD-color10-women.jpg,تیشرت|هودی,هودی,1|1|1,خانم‌ها|آقایان,آقایان,2|1|1,|ملانژ|مشکی|زرشکی|نارنجی|سرمه‌ایسفید|خاکستری|آبی|زرد|سبز خاکی,نارنجی,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,هودی,8|1|0,4.1,10,10,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0400-HD,ART-0400-HD,ما قفل همیم,publish,product,product,variable,ایده و احساس>عشق,#آغوش,120000,,120000,no,instock,ART-0400-TS-color1.jpg|ART-0400-TS-color1-men.jpg|ART-0400-TS-color1-women.jpg|ART-0400-TS-color2.jpg|ART-0400-TS-color2-men.jpg|ART-0400-TS-color2-women.jpg|ART-0400-TS-color3.jpg|ART-0400-TS-color3-men.jpg|ART-0400-TS-color3-women.jpg|ART-0400-TS-color4.jpg|ART-0400-TS-color4-men.jpg|ART-0400-TS-color4-women.jpg|ART-0400-TS-color5.jpg|ART-0400-TS-color5-men.jpg|ART-0400-TS-color5-women.jpg|ART-0400-TS-color6.jpg|ART-0400-TS-color6-men.jpg|ART-0400-TS-color6-women.jpg|ART-0400-TS-color7.jpg|ART-0400-TS-color7-men.jpg|ART-0400-TS-color7-women.jpg|ART-0400-HD-color8.jpg|ART-0400-HD-color8-men.jpg|ART-0400-HD-color8-women.jpg|ART-0400-HD-color2.jpg|ART-0400-HD-color2-men.jpg|ART-0400-HD-color2-women.jpg|ART-0400-HD-color5.jpg|ART-0400-HD-color5-men.jpg|ART-0400-HD-color5-women.jpg|ART-0400-HD-color9.jpg|ART-0400-HD-color9-men.jpg|ART-0400-HD-color9-women.jpg|ART-0400-HD-color10.jpg|ART-0400-HD-color10-men.jpg|ART-0400-HD-color10-women.jpg,تیشرت|هودی,هودی,1|1|1,خانم‌ها|آقایان,آقایان,2|1|1,|ملانژ|مشکی|زرشکی|نارنجی|سرمه‌ایسفید|خاکستری|آبی|زرد|سبز خاکی,نارنجی,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,هودی,8|1|0,4.8,10,10,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
